libro,autor,editorial,anio_publicacion,num_paginas,formato,categoria,rating,popularidad_libro
Conocimientos de Economía,María Torres,Panamericana,2016,176,Digital,Economía,3.73,4
Calidad en el desarrollo de Robotica,Esteban Aguilar,Marcombo,2004,682,Físico,Robotica,0.62,6
Aplicaciones modernas de Civil,Fernando Ortega,Pearson,2018,499,Digital,Civil,4.82,4
Sistematizacion de Industrial,María Torres,Cengage,2003,654,Digital,Industrial,4.48,10
Principios de Robotica,Fernando Jimenez,McGraw-Hill,2004,123,Digital,Robotica,0.26,8
Calidad en el desarrollo de Robotica,Guillermo Pantaleon,Cengage,2002,331,Digital,Robotica,2.76,5
Calidad en el desarrollo de Arquitectura,Agustin Reboredo,Springer,2010,340,Digital,Arquitectura,1.61,9
Sistematizacion de Ambiental,Verónica Salazar,Cengage,2013,302,Digital,Ambiental,0.72,10
Pilares de la ingeniería Mecanica,Kenneth E. Kendall,Santillana,2016,633,Digital,Mecanica,4.24,7
Pilares de la ingeniería Biodiversidad y recursos geneticos,Julia Herrera,Marcombo,2005,488,Digital,Biodiversidad y recursos geneticos,2.37,7
Aplicaciones modernas de Ambiental,Sergio Gomez,Reverté,2011,407,Físico,Ambiental,2.52,10
Conocimientos de Biodiversidad y recursos geneticos,Daniela Lopez,Pearson,2003,697,Físico,Biodiversidad y recursos geneticos,3.17,10
Procesos de la ingeniería Industrial,Julio Martin,McGraw-Hill,2014,581,Digital,Industrial,1.91,9
Procesos de la ingeniería Artes,Andrea Gómez,Pearson,2001,423,Digital,Artes,0.84,4
Aplicaciones modernas de Biodiversidad y recursos geneticos,Daniela Lopez,Panamericana,2018,530,Físico,Biodiversidad y recursos geneticos,1.59,9
Fundamentos de Informática,Carlos Pérez,Panamericana,2009,796,Digital,Informática,3.98,10
Aplicaciones modernas de Educación,Luis Martínez,Oxford Press,2014,420,Físico,Educación,4.77,4
Pilares de la ingeniería Hoteleria y turismo,Verónica Salazar,Cengage,2003,374,Digital,Hoteleria y turismo,4.71,1
Principios de Ambiental,Paul Clements,Reverté,2012,261,Digital,Ambiental,1.49,2
Sistematizacion de Hoteleria y turismo,Sebastian Raschka,Santillana,2010,435,Digital,Hoteleria y turismo,4.98,4
Fundamentos de Mecanica,Daniela Lopez,Cengage,2003,540,Digital,Mecanica,4.83,1
Pilares de la ingeniería Derecho,Alfons Gonzalez,Alfaomega,2007,664,Digital,Derecho,1.97,6
Procesos de la ingeniería Arquitectura,Daniela Lopez,Cengage,2006,749,Digital,Arquitectura,2.21,9
El gran libro de Handbook de Civil,Daniel Martinez,Cambridge Press,2017,662,Físico,Civil,2.58,3
Conocimientos de Ciencias de la salud,Verónica Salazar,Pearson,2010,726,Digital,Ciencias de la salud,0.62,8
Procesos de la ingeniería Mecanica,Patricia León,Pearson,2009,171,Digital,Mecanica,1.8,5
El gran libro de Handbook de Economía,Patricia León,Alfaomega,2008,421,Digital,Economía,4.61,8
Aplicaciones modernas de Ambiental,Sergio Gomez,Santillana,2009,220,Físico,Ambiental,2.53,2
Fundamentos de Informática,Patricia León,Cambridge Press,2013,442,Físico,Informática,4.36,1
El gran libro de Handbook de Ciencias de la salud,Julia Herrera,Panamericana,2009,258,Digital,Ciencias de la salud,0.97,5
Aplicaciones modernas de Artes,Nuria Alvarez,Springer,2003,626,Físico,Artes,3.54,3
Procesos de la ingeniería Filosofía,Luis Martínez,Springer,2010,534,Digital,Filosofía,4.97,2
Principios de Mecanica,Guillermo Pantaleon,Santillana,2018,588,Digital,Mecanica,3.72,8
Sistematizacion de Robotica,Julia Herrera,Springer,2012,421,Físico,Robotica,2.56,9
El gran libro de Handbook de Robotica,María Torres,Oxford Press,2011,291,Digital,Robotica,3.14,1
Pilares de la ingeniería Educación,Alfons Gonzalez,McGraw-Hill,2012,262,Digital,Educación,1.09,5
Principios de Mecanica,Kenneth E. Kendall,Cengage,2001,240,Digital,Mecanica,2.35,4
Sistematizacion de Economía,Sebastian Raschka,Alfaomega,2013,800,Digital,Economía,3.62,8
Pilares de la ingeniería Hoteleria y turismo,Fernando Ortega,Pearson,2010,694,Físico,Hoteleria y turismo,2.91,1
El gran libro de Handbook de Robotica,Fernando Ortega,Oxford Press,2011,595,Digital,Robotica,0.95,9
El gran libro de Handbook de Hoteleria y turismo,Nuria Alvarez,Panamericana,2003,477,Físico,Hoteleria y turismo,3.88,4
Procesos de la ingeniería Robotica,Sergio Gomez,Pearson,2000,214,Físico,Robotica,1.61,7
Fundamentos de Arquitectura,Daniela Lopez,Springer,2007,281,Físico,Arquitectura,3.66,9
Conocimientos de Artes,Fernando Ortega,McGraw-Hill,2001,124,Digital,Artes,2.22,8
Principios de Civil,Esteban Aguilar,Cengage,2013,733,Físico,Civil,0.55,4
Conocimientos de Ambiental,Daniela Lopez,Oxford Press,2006,663,Digital,Ambiental,2.61,6
Sistematizacion de Informática,Patricia León,Oxford Press,2002,346,Digital,Informática,2.03,9
Principios de Biodiversidad y recursos geneticos,Paul Clements,Oxford Press,2002,599,Físico,Biodiversidad y recursos geneticos,4.48,10
Procesos de la ingeniería Informática,María Torres,Oxford Press,2021,294,Digital,Informática,0.59,10
Sistematizacion de Educación,Jose Munoz,Reverté,2019,205,Físico,Educación,0.57,2
El gran libro de Handbook de Hoteleria y turismo,Verónica Salazar,Springer,2000,506,Digital,Hoteleria y turismo,0.08,10
Fundamentos de Mecanica,Daniela Lopez,Santillana,2012,398,Físico,Mecanica,0.84,9
Fundamentos de Civil,María Torres,Panamericana,2008,223,Digital,Civil,1.62,3
Aplicaciones modernas de Filosofía,Daniela Lopez,Oxford Press,2018,299,Digital,Filosofía,0.98,3
El gran libro de Handbook de Derecho,Sergio Gomez,Cambridge Press,2018,328,Digital,Derecho,0.51,2
Fundamentos de Industrial,Esteban Aguilar,Cengage,2013,665,Físico,Industrial,0.15,7
Pilares de la ingeniería Artes,Guillermo Pantaleon,McGraw-Hill,2021,288,Físico,Artes,1.12,2
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Fernando Jimenez,Reverté,2014,309,Físico,Biodiversidad y recursos geneticos,1.17,4
Fundamentos de Hoteleria y turismo,Alfons Gonzalez,Cengage,2007,404,Físico,Hoteleria y turismo,2.35,9
El gran libro de Handbook de Derecho,Kenneth E. Kendall,Panamericana,2010,273,Físico,Derecho,4.72,1
Aplicaciones modernas de Industrial,Nicolas Sau,Reverté,2022,637,Físico,Industrial,3.12,7
Aplicaciones modernas de Hoteleria y turismo,Luis Martínez,Pearson,2014,150,Digital,Hoteleria y turismo,1.49,9
Principios de Robotica,Paul Clements,Reverté,2017,485,Digital,Robotica,2.77,5
Fundamentos de Robotica,Kenneth E. Kendall,Cambridge Press,2007,647,Digital,Robotica,3.5,5
Principios de Biodiversidad y recursos geneticos,Guillermo Pantaleon,Santillana,2009,438,Digital,Biodiversidad y recursos geneticos,3.77,3
Procesos de la ingeniería Educación,Alfons Gonzalez,McGraw-Hill,2019,462,Físico,Educación,4.05,9
Pilares de la ingeniería Filosofía,Verónica Salazar,Santillana,2001,217,Físico,Filosofía,3.82,6
El gran libro de Handbook de Informática,Daniel Martinez,Panamericana,2017,275,Digital,Informática,1.11,8
El gran libro de Handbook de Industrial,Julia Herrera,Oxford Press,2000,267,Físico,Industrial,3.82,8
Principios de Filosofía,Sergio Gomez,Pearson,2018,684,Digital,Filosofía,3.26,9
Fundamentos de Economía,María Torres,Alfaomega,2022,358,Físico,Economía,4.05,7
Procesos de la ingeniería Mecanica,Fernando Jimenez,McGraw-Hill,2015,352,Digital,Mecanica,3.02,2
Principios de Ambiental,Sebastian Raschka,Santillana,2004,304,Digital,Ambiental,1.3,7
Procesos de la ingeniería Educación,Nicolas Sau,Alfaomega,2004,261,Físico,Educación,4.88,8
Calidad en el desarrollo de Ambiental,Daniela Lopez,McGraw-Hill,2019,561,Digital,Ambiental,1.78,7
Aplicaciones modernas de Civil,Luis Martínez,Santillana,2007,725,Digital,Civil,4.31,4
Aplicaciones modernas de Ciencias de la salud,Kenneth E. Kendall,Cambridge Press,2009,795,Digital,Ciencias de la salud,3.81,6
Conocimientos de Ciencias de la salud,Daniela Lopez,Cengage,2004,624,Físico,Ciencias de la salud,3.5,9
Principios de Filosofía,Guillermo Pantaleon,Panamericana,2015,610,Físico,Filosofía,3.02,7
Aplicaciones modernas de Ambiental,Nicolas Sau,Springer,2022,182,Digital,Ambiental,3.86,6
Calidad en el desarrollo de Ciencias de la salud,Daniela Lopez,Panamericana,2022,314,Digital,Ciencias de la salud,3.23,1
Sistematizacion de Filosofía,Sebastian Raschka,Santillana,2014,401,Físico,Filosofía,1.18,1
Aplicaciones modernas de Artes,Nicolas Sau,Springer,2022,672,Digital,Artes,0.5,2
El gran libro de Handbook de Economía,Guillermo Pantaleon,Cengage,2005,165,Físico,Economía,3.04,6
Procesos de la ingeniería Informática,Jose Rafael,Santillana,2007,577,Digital,Informática,0.88,7
Conocimientos de Robotica,Esteban Aguilar,Oxford Press,2016,263,Digital,Robotica,0.56,10
Aplicaciones modernas de Informática,Esteban Aguilar,Santillana,2002,309,Digital,Informática,3.78,6
Aplicaciones modernas de Ambiental,Guillermo Pantaleon,Marcombo,2014,315,Físico,Ambiental,2.69,2
Conocimientos de Industrial,Luis Martínez,Pearson,2000,269,Digital,Industrial,0.65,6
Conocimientos de Biodiversidad y recursos geneticos,Andrea Gómez,Cambridge Press,2010,240,Digital,Biodiversidad y recursos geneticos,2.79,6
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Verónica Salazar,Santillana,2020,593,Físico,Biodiversidad y recursos geneticos,3.0,4
Calidad en el desarrollo de Educación,Guillermo Pantaleon,Santillana,2020,518,Físico,Educación,4.14,8
Principios de Filosofía,Verónica Salazar,Panamericana,2004,348,Digital,Filosofía,3.41,3
Procesos de la ingeniería Industrial,Nuria Alvarez,Cengage,2008,121,Digital,Industrial,4.86,4
Pilares de la ingeniería Artes,Julia Herrera,Oxford Press,2008,772,Digital,Artes,1.89,6
El gran libro de Handbook de Robotica,Paul Clements,Marcombo,2007,685,Físico,Robotica,0.19,6
El gran libro de Handbook de Arquitectura,Sergio Gomez,Cengage,2004,435,Físico,Arquitectura,3.24,10
Conocimientos de Ambiental,Julio Martin,Oxford Press,2012,307,Digital,Ambiental,1.62,8
Fundamentos de Civil,Carlos Pérez,Springer,2016,497,Físico,Civil,0.53,6
Conocimientos de Ciencias de la salud,Alfons Gonzalez,McGraw-Hill,2003,392,Físico,Ciencias de la salud,1.49,4
Calidad en el desarrollo de Hoteleria y turismo,Paul Clements,Santillana,2003,205,Digital,Hoteleria y turismo,1.63,9
Sistematizacion de Ciencias de la salud,Andrea Gómez,Oxford Press,2004,513,Físico,Ciencias de la salud,4.45,4
Aplicaciones modernas de Civil,Fernando Jimenez,Pearson,2015,443,Físico,Civil,4.69,10
Pilares de la ingeniería Artes,Daniela Lopez,Pearson,2016,421,Digital,Artes,0.51,4
Aplicaciones modernas de Robotica,Carlos Pérez,Pearson,2013,502,Físico,Robotica,2.23,8
El gran libro de Handbook de Educación,Nuria Alvarez,Reverté,2000,151,Digital,Educación,1.11,9
El gran libro de Handbook de Economía,Carlos Pérez,Marcombo,2019,330,Físico,Economía,1.63,7
Sistematizacion de Hoteleria y turismo,Luis Martínez,Cambridge Press,2017,457,Físico,Hoteleria y turismo,0.27,2
Fundamentos de Biodiversidad y recursos geneticos,Carlos Pérez,Panamericana,2013,129,Digital,Biodiversidad y recursos geneticos,0.9,5
Conocimientos de Artes,Daniel Martinez,Santillana,2013,136,Físico,Artes,3.11,5
El gran libro de Handbook de Informática,Fernando Jimenez,Pearson,2014,499,Digital,Informática,4.54,2
Principios de Filosofía,Fernando Jimenez,Springer,2002,681,Físico,Filosofía,2.09,9
Pilares de la ingeniería Filosofía,Carlos Javier,Oxford Press,2020,532,Físico,Filosofía,1.64,8
Conocimientos de Industrial,Fernando Ortega,Santillana,2015,656,Digital,Industrial,0.07,8
Fundamentos de Artes,María Torres,Reverté,2022,773,Digital,Artes,1.0,7
Calidad en el desarrollo de Artes,Agustin Reboredo,Santillana,2013,601,Físico,Artes,0.05,7
Conocimientos de Hoteleria y turismo,Alfons Gonzalez,Springer,2004,319,Digital,Hoteleria y turismo,3.18,3
Aplicaciones modernas de Informática,Luis Martínez,Marcombo,2003,431,Físico,Informática,0.34,4
Fundamentos de Artes,Sebastian Raschka,Pearson,2003,370,Digital,Artes,4.15,3
Pilares de la ingeniería Ciencias de la salud,María Torres,Alfaomega,2021,771,Físico,Ciencias de la salud,1.99,9
El gran libro de Handbook de Informática,Julia Herrera,Alfaomega,2006,536,Digital,Informática,2.88,1
El gran libro de Handbook de Arquitectura,Esteban Aguilar,Pearson,2000,149,Físico,Arquitectura,0.56,2
Aplicaciones modernas de Civil,Julio Martin,Springer,2012,572,Digital,Civil,4.02,2
Aplicaciones modernas de Informática,Sebastian Raschka,Panamericana,2007,190,Físico,Informática,1.53,7
Conocimientos de Hoteleria y turismo,Jose Munoz,Santillana,2000,598,Físico,Hoteleria y turismo,1.73,9
Pilares de la ingeniería Mecanica,Ricardo Gualán,Cengage,2013,695,Digital,Mecanica,4.02,9
Fundamentos de Robotica,Daniel Martinez,Alfaomega,2021,591,Físico,Robotica,1.22,9
Principios de Economía,Sergio Gomez,Panamericana,2017,330,Digital,Economía,1.84,1
Procesos de la ingeniería Mecanica,Kenneth E. Kendall,Cambridge Press,2006,656,Físico,Mecanica,4.9,6
Fundamentos de Ambiental,Carlos Pérez,Santillana,2021,159,Físico,Ambiental,1.07,4
Aplicaciones modernas de Biodiversidad y recursos geneticos,Verónica Salazar,Santillana,2002,775,Físico,Biodiversidad y recursos geneticos,0.88,8
Procesos de la ingeniería Hoteleria y turismo,Alfons Gonzalez,Cengage,2000,230,Físico,Hoteleria y turismo,3.6,9
El gran libro de Handbook de Robotica,Julia Herrera,Cengage,2014,121,Digital,Robotica,0.66,5
Conocimientos de Industrial,Julia Herrera,Panamericana,2000,157,Digital,Industrial,2.87,4
Pilares de la ingeniería Industrial,Nuria Alvarez,McGraw-Hill,2022,477,Digital,Industrial,2.45,1
Principios de Industrial,Paul Clements,Cambridge Press,2001,177,Físico,Industrial,0.07,6
Pilares de la ingeniería Ciencias de la salud,Kenneth E. Kendall,Cengage,2008,212,Digital,Ciencias de la salud,3.11,6
Conocimientos de Educación,María Torres,Springer,2011,615,Digital,Educación,3.02,5
Calidad en el desarrollo de Economía,María Torres,Cengage,2017,204,Físico,Economía,3.46,1
Pilares de la ingeniería Derecho,Andrea Gómez,Pearson,2009,501,Físico,Derecho,2.43,4
Sistematizacion de Derecho,Luis Martínez,McGraw-Hill,2008,236,Digital,Derecho,2.3,6
Procesos de la ingeniería Economía,Julia Herrera,Alfaomega,2000,406,Digital,Economía,1.31,4
Fundamentos de Robotica,Jose Munoz,Oxford Press,2007,690,Físico,Robotica,3.34,7
Pilares de la ingeniería Industrial,Nicolas Sau,Springer,2012,360,Digital,Industrial,3.55,10
Procesos de la ingeniería Civil,Ricardo Gualán,Marcombo,2020,429,Físico,Civil,4.35,6
Principios de Economía,María Torres,Santillana,2015,431,Digital,Economía,2.61,8
Pilares de la ingeniería Hoteleria y turismo,Kenneth E. Kendall,Panamericana,2001,528,Físico,Hoteleria y turismo,1.48,5
Fundamentos de Educación,Nuria Alvarez,Pearson,2004,353,Digital,Educación,2.96,9
Pilares de la ingeniería Arquitectura,Kenneth E. Kendall,Cambridge Press,2007,426,Digital,Arquitectura,4.41,1
Pilares de la ingeniería Filosofía,Paul Clements,Panamericana,2007,344,Físico,Filosofía,2.6,4
Aplicaciones modernas de Robotica,Andrea Gómez,Alfaomega,2011,243,Digital,Robotica,0.27,8
Pilares de la ingeniería Ciencias de la salud,Fernando Ortega,Alfaomega,2016,144,Físico,Ciencias de la salud,4.81,2
El gran libro de Handbook de Ciencias de la salud,Kenneth E. Kendall,Cengage,2022,401,Físico,Ciencias de la salud,1.54,9
Sistematizacion de Ciencias de la salud,Fernando Ortega,McGraw-Hill,2010,361,Físico,Ciencias de la salud,4.03,6
Principios de Robotica,Jose Rafael,Cambridge Press,2002,260,Físico,Robotica,0.62,5
Calidad en el desarrollo de Hoteleria y turismo,Nuria Alvarez,Santillana,2011,414,Físico,Hoteleria y turismo,1.53,2
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Luis Martínez,Santillana,2019,211,Digital,Biodiversidad y recursos geneticos,3.44,5
Pilares de la ingeniería Biodiversidad y recursos geneticos,Agustin Reboredo,Marcombo,2014,646,Digital,Biodiversidad y recursos geneticos,0.81,1
Fundamentos de Civil,Nicolas Sau,Santillana,2001,276,Digital,Civil,1.44,5
Principios de Arquitectura,Agustin Reboredo,Alfaomega,2022,202,Físico,Arquitectura,4.87,5
Pilares de la ingeniería Ciencias de la salud,Ricardo Gualán,Marcombo,2017,480,Digital,Ciencias de la salud,4.36,2
Sistematizacion de Arquitectura,Daniel Martinez,Cambridge Press,2009,207,Digital,Arquitectura,2.55,10
Fundamentos de Robotica,Fernando Ortega,Reverté,2005,355,Físico,Robotica,3.07,5
Conocimientos de Informática,Daniela Lopez,Pearson,2006,408,Físico,Informática,1.17,8
Procesos de la ingeniería Ciencias de la salud,Esteban Aguilar,McGraw-Hill,2002,605,Físico,Ciencias de la salud,4.65,2
El gran libro de Handbook de Robotica,Patricia León,Cengage,2007,372,Físico,Robotica,4.48,6
Calidad en el desarrollo de Ciencias de la salud,Nicolas Sau,Alfaomega,2007,618,Físico,Ciencias de la salud,4.89,10
Fundamentos de Informática,Carlos Javier,Marcombo,2022,587,Digital,Informática,4.49,1
Procesos de la ingeniería Mecanica,Carlos Pérez,Reverté,2011,459,Digital,Mecanica,2.21,10
Principios de Civil,Jose Munoz,Oxford Press,2021,567,Físico,Civil,0.97,1
Aplicaciones modernas de Arquitectura,Kenneth E. Kendall,Springer,2009,590,Físico,Arquitectura,1.09,1
Fundamentos de Economía,Jose Rafael,Marcombo,2001,336,Digital,Economía,1.12,4
El gran libro de Handbook de Industrial,Patricia León,Cengage,2010,413,Digital,Industrial,1.43,7
Procesos de la ingeniería Ambiental,Daniela Lopez,Springer,2021,585,Digital,Ambiental,0.97,1
El gran libro de Handbook de Arquitectura,Guillermo Pantaleon,Oxford Press,2014,493,Físico,Arquitectura,1.54,10
Principios de Arquitectura,Carlos Javier,Oxford Press,2020,592,Digital,Arquitectura,3.51,7
Conocimientos de Ambiental,Agustin Reboredo,Santillana,2018,364,Físico,Ambiental,3.11,4
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Nicolas Sau,Cambridge Press,2007,701,Digital,Biodiversidad y recursos geneticos,3.92,3
Conocimientos de Robotica,Andrea Gómez,Springer,2006,403,Físico,Robotica,1.47,8
Calidad en el desarrollo de Biodiversidad y recursos geneticos,Daniela Lopez,Cambridge Press,2011,610,Digital,Biodiversidad y recursos geneticos,0.16,10
Conocimientos de Robotica,Paul Clements,Oxford Press,2008,136,Digital,Robotica,1.01,9
Conocimientos de Ciencias de la salud,Julia Herrera,Pearson,2004,548,Físico,Ciencias de la salud,1.07,6
Aplicaciones modernas de Filosofía,Alfons Gonzalez,Alfaomega,2019,257,Digital,Filosofía,3.34,1
Principios de Educación,Nicolas Sau,Panamericana,2005,692,Físico,Educación,3.77,7
Fundamentos de Hoteleria y turismo,Julia Herrera,Springer,2009,310,Digital,Hoteleria y turismo,1.72,8
Conocimientos de Ciencias de la salud,Patricia León,Marcombo,2010,578,Físico,Ciencias de la salud,1.61,2
Pilares de la ingeniería Educación,Agustin Reboredo,Cambridge Press,2010,570,Físico,Educación,2.99,4
Principios de Robotica,Patricia León,McGraw-Hill,2003,690,Físico,Robotica,3.38,2
Fundamentos de Ambiental,Ricardo Gualán,Reverté,2006,434,Físico,Ambiental,2.33,1
Aplicaciones modernas de Derecho,Julio Martin,Marcombo,2020,797,Físico,Derecho,1.55,8
Aplicaciones modernas de Derecho,Fernando Ortega,Marcombo,2000,247,Digital,Derecho,0.65,9
Aplicaciones modernas de Economía,Nuria Alvarez,Reverté,2004,565,Digital,Economía,4.85,2
